Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
CHD9	ENST00000566029.1	chromodomain helicase DNA binding protein 9 	447	1	0	0	1	0	0	0	0	1	hsa-miR-30b-5p	0.0192	0.1354	0.7783	-0.25	-0.26	0.78	2005, 2007, 2011
SKP2	ENST00000274255.6	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase 	340	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0320	0.1963	0.6435	-0.25	-0.25	0.75	NULL
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0120	0.0840	0.4490	-0.25	-0.25	0.66	2005, 2007, 2009, 2011
ARL6IP6	ENST00000326446.5	ADP-ribosylation-like factor 6 interacting protein 6 	1454	1	0	1	0	0	0	0	0	0	hsa-miR-30c-5p	0.0074	0.0521	0.2920	-0.25	-0.25	0.71	2005, 2007, 2009, 2011
PAX3	ENST00000350526.4	paired box 3 	7	2	0	0	2	0	0	0	0	0	hsa-miR-30b-5p	0.0188	0.1311	0.6820	-0.24	-0.24	0.95	2005, 2007, 2011
STK39	ENST00000355999.4	serine threonine kinase 39 	266	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0312	0.1846	0.5676	-0.24	-0.33	0.87	2005, 2007, 2009, 2011
PI4K2B	ENST00000264864.6	phosphatidylinositol 4-kinase type 2 beta 	931	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0108	0.0768	0.4536	-0.24	-0.24	0.78	2009, 2011
ADAM22	ENST00000398204.4	ADAM metallopeptidase domain 22 	115	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0165	0.1167	0.6689	-0.24	-0.24	0.68	2009, 2011
LPGAT1	ENST00000366997.4	lysophosphatidylglycerol acyltransferase 1 	135	2	1	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0339	0.2310	1.1483	-0.24	-0.29	0.95	2005, 2007, 2009, 2011
FAM104A	ENST00000581110.1	family with sequence similarity 104, member A 	2724	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0137	0.0935	0.4357	-0.24	-0.25	0.71	2009, 2011
MINOS1	ENST00000322753.6	mitochondrial inner membrane organizing system 1 	287	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0087	0.0603	0.3144	-0.24	-0.30	0.37	2011
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	1	0	0	1	1	1	0	0	0	hsa-miR-30c-5p	0.0184	0.1260	0.6152	-0.24	-0.31	0.78	2009, 2011
POP1	ENST00000401707.2	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae) 	499	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0117	0.0804	0.4005	-0.24	-0.26	0.51	2011
BCL11B	ENST00000357195.3	B-cell CLL/lymphoma 11B (zinc finger protein) 	73	2	0	1	1	1	0	1	0	0	hsa-miR-30e-5p	0.0330	0.2268	1.1348	-0.24	-0.24	0.93	2005, 2007, 2009, 2011
KMT2C	ENST00000262189.6	lysine (K)-specific methyltransferase 2C 	417	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0441	0.2681	0.9485	-0.24	-0.24	0.90	2007, 2009, 2011
FAM217B	ENST00000358293.3	family with sequence similarity 217, member B 	175	2	1	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0321	0.2166	1.0121	-0.24	-0.24	0.82	2011
TMEM106B	ENST00000396667.3	transmembrane protein 106B 	615	1	0	0	1	2	1	1	0	0	hsa-miR-30e-5p	0.0102	0.0711	0.3698	-0.24	-0.33	0.78	2009, 2011
SCAF4	ENST00000286835.7	SR-related CTD-associated factor 4 	506	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0067	0.0476	0.2685	-0.24	-0.25	0.78	2011
RAP2B	ENST00000323534.2	RAP2B, member of RAS oncogene family 	594	1	0	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0097	0.0683	0.3863	-0.24	-0.27	0.71	2009, 2011
ARL10	ENST00000310389.5	ADP-ribosylation factor-like 10 	236	1	1	0	0	4	2	1	1	0	hsa-miR-30e-5p	0.0613	0.3945	1.6792	-0.24	-0.27	0.94	2007, 2009, 2011
BEND7	ENST00000396898.2	BEN domain containing 7 	68	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0068	0.0483	0.2755	-0.24	-0.24	0.48	NULL
PALM2	ENST00000448454.2	paralemmin 2 	35	1	1	0	0	2	1	0	1	1	hsa-miR-30b-5p	0.0509	0.3301	1.3976	-0.24	-0.29	0.99	2007, 2009, 2011
VAPA	ENST00000400000.2	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa 	2926	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0059	0.0420	0.2480	-0.24	-0.24	0.71	2005, 2007, 2009, 2011
GNAO1	ENST00000262493.6	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O 	8	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0237	0.1522	0.5702	-0.24	-0.24	0.66	2005, 2007, 2011
SLC6A6	ENST00000454876.2	solute carrier family 6 (neurotransmitter transporter), member 6 	280	2	0	1	1	1	0	0	1	0	hsa-miR-30e-5p	0.0155	0.1107	0.6497	-0.24	-0.24	0.94	2005, 2007, 2009, 2011
HTRA3	ENST00000307358.2	HtrA serine peptidase 3 	5161	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0078	0.0547	0.2994	-0.24	-0.24	0.78	2007, 2009, 2011
MAN1A2	ENST00000356554.3	mannosidase, alpha, class 1A, member 2 	603	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0430	0.2580	0.8626	-0.24	-0.24	0.95	2005, 2007, 2009, 2011
CHL1	ENST00000256509.2	cell adhesion molecule L1-like 	24	1	1	0	0	1	1	0	0	0	hsa-miR-30b-5p	0.0563	0.3396	1.1726	-0.24	-0.24	0.95	2009, 2011
ADRA1D	ENST00000379453.4	adrenoceptor alpha 1D 	17	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0209	0.1363	0.5383	-0.24	-0.24	0.95	2007, 2009, 2011
HIPK2	ENST00000406875.3	homeodomain interacting protein kinase 2 	48	3	0	1	2	1	0	1	0	2	hsa-miR-30b-5p	0.0701	0.4648	2.1195	-0.24	-0.27	0.99	2009, 2011
SALL4	ENST00000217086.4	sal-like 4 (Drosophila) 	155	2	1	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0258	0.1757	0.8215	-0.24	-0.24	0.98	NULL
VPS26B	ENST00000281187.5	vacuolar protein sorting 26 homolog B (S. pombe) 	1236	1	1	0	0	1	0	1	0	0	hsa-miR-30a-5p	0.0220	0.1498	0.7234	-0.24	-0.26	0.95	2009, 2011
PRKRIR	ENST00000260045.3	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) 	13	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0372	0.2248	0.7309	-0.24	-0.24	0.79	2009, 2011
POLR3G	ENST00000504930.1	polymerase (RNA) III (DNA directed) polypeptide G (32kD) 	67	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0102	0.0725	0.4346	-0.24	-0.24	0.78	2005, 2007, 2009, 2011
PCDH17	ENST00000377918.3	protocadherin 17 	477	2	1	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0323	0.2164	1.0057	-0.24	-0.24	0.99	2005, 2007, 2009, 2011
PER2	ENST00000254658.3	period circadian clock 2 	106	2	0	2	0	1	0	1	0	0	hsa-miR-30b-5p	0.0277	0.1912	0.9852	-0.24	-0.24	0.77	2005, 2007, 2009, 2011
NEFM	ENST00000433454.2	neurofilament, medium polypeptide 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0074	0.0523	0.2896	-0.24	-0.24	0.68	2009, 2011
NRBP1	ENST00000233557.3	nuclear receptor binding protein 1 	455	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0099	0.0689	0.3536	-0.24	-0.24	0.58	NULL
TRDN	ENST00000398178.3	triadin 	5	1	1	0	0	0	0	0	0	2	hsa-miR-30e-5p	0.0202	0.1375	0.6741	-0.24	-0.26	0.40	2009, 2011
MAP3K12	ENST00000267079.2	mitogen-activated protein kinase kinase kinase 12 	61	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0214	0.1361	0.4944	-0.24	-0.29	0.86	2005, 2007, 2009, 2011
STX16	ENST00000355957.5	syntaxin 16 	756	1	0	0	1	2	1	1	0	1	hsa-miR-30b-5p	0.0268	0.1829	0.9116	-0.24	-0.26	0.78	2011
BCOR	ENST00000397354.3	BCL6 corepressor 	355	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0391	0.2367	0.7910	-0.24	-0.24	0.90	2005, 2007, 2009, 2011
ZFC3H1	ENST00000378743.3	zinc finger, C3H1-type containing 	129	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0206	0.1407	0.6923	-0.24	-0.24	0.81	2007, 2009, 2011
CNTN4	ENST00000427331.1	contactin 4 	191	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0107	0.0763	0.4563	-0.24	-0.24	0.78	2005, 2007, 2009, 2011
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	3	3	0	0	1	1	0	0	0	hsa-miR-30d-5p	0.0813	0.5152	1.9076	-0.24	-0.27	> 0.99	2011
EEA1	ENST00000322349.8	early endosome antigen 1 	78	1	0	1	0	2	0	2	0	0	hsa-miR-30e-5p	0.0233	0.1637	0.9081	-0.24	-0.29	0.70	2007, 2009, 2011
GTF2H1	ENST00000265963.4	general transcription factor IIH, polypeptide 1, 62kDa 	121	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0082	0.0578	0.3151	-0.23	-0.23	0.68	2005, 2007, 2009, 2011
NEUROD6	ENST00000297142.3	neuronal differentiation 6 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0093	0.0653	0.3512	-0.23	-0.23	0.62	2005, 2007
ESCO1	ENST00000269214.5	establishment of sister chromatid cohesion N-acetyltransferase 1 	94	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0269	0.1724	0.6632	-0.23	-0.29	0.95	2005, 2007, 2009, 2011
RAB22A	ENST00000244040.3	RAB22A, member RAS oncogene family 	484	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0134	0.0913	0.4558	-0.23	-0.43	0.90	2005, 2007, 2009, 2011
ABHD6	ENST00000295962.4	abhydrolase domain containing 6 	289	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0097	0.0684	0.3858	-0.23	-0.25	0.22	NULL
MIA3	ENST00000344922.5	melanoma inhibitory activity family, member 3 	647	1	0	1	0	1	0	0	1	0	hsa-miR-30c-5p	0.0197	0.1334	0.6384	-0.23	-0.39	0.69	2009, 2011
MBOAT1	ENST00000541730.1	membrane bound O-acyltransferase domain containing 1 	98	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0292	0.1820	0.6228	-0.23	-0.23	0.91	2007, 2009, 2011
FAM109B	ENST00000321753.3	family with sequence similarity 109, member B 	78	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0098	0.0684	0.3600	-0.23	-0.23	0.68	NULL
SLC35D3	ENST00000331858.4	solute carrier family 35, member D3 	13	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0128	0.0874	0.4144	-0.23	-0.23	0.52	2005, 2007, 2009, 2011
ITPK1	ENST00000267615.6	inositol-tetrakisphosphate 1-kinase 	60	3	1	0	2	0	0	0	0	1	hsa-miR-30e-5p	0.0152	0.1081	0.6235	-0.23	-0.28	> 0.99	2005, 2007, 2009, 2011
ZCCHC4	ENST00000302874.4	zinc finger, CCHC domain containing 4 	199	1	0	1	0	1	0	0	1	1	hsa-miR-30e-5p	0.0149	0.1060	0.6310	-0.23	-0.23	0.53	2009, 2011
REEP1	ENST00000165698.5	receptor accessory protein 1 	49	2	1	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0200	0.1365	0.6831	-0.23	-0.33	0.96	2009, 2011
FXR1	ENST00000357559.4	fragile X mental retardation, autosomal homolog 1 	434	1	0	0	1	2	1	1	0	0	hsa-miR-30b-5p	0.0185	0.1243	0.5634	-0.23	-0.28	0.78	2005, 2007, 2009, 2011
SCYL3	ENST00000367771.6	SCY1-like 3 (S. cerevisiae) 	124	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0433	0.2541	0.7756	-0.23	-0.23	0.95	2005, 2007, 2009, 2011
FBXO32	ENST00000517956.1	F-box protein 32 	500	1	1	0	0	2	0	1	1	0	hsa-miR-30a-5p	0.0219	0.1438	0.6431	-0.23	-0.45	0.86	2011
PRLR	ENST00000342362.5	prolactin receptor 	95	1	1	0	0	2	0	2	0	0	hsa-miR-30e-5p	0.0331	0.2258	1.1363	-0.23	-0.31	< 0.1	2005, 2007
FOXA1	ENST00000250448.2	forkhead box A1 	249	1	0	0	1	2	0	1	1	0	hsa-miR-30b-5p	0.0120	0.0852	0.5001	-0.23	-0.34	0.78	2005, 2007, 2011
ATAD2B	ENST00000238789.5	ATPase family, AAA domain containing 2B 	11	2	1	1	0	1	0	0	1	1	hsa-miR-30e-5p	0.0225	0.1598	0.9291	-0.23	-0.38	0.92	2009, 2011
SETD3	ENST00000331768.5	SET domain containing 3 	58	1	0	1	0	0	0	0	0	3	hsa-miR-30e-5p	0.0171	0.1175	0.5943	-0.23	-0.27	0.71	2007, 2009
ARL15	ENST00000502271.1	ADP-ribosylation factor-like 15 	119	1	0	1	0	0	0	0	0	0	hsa-miR-30c-5p	0.0061	0.0434	0.2660	-0.23	-0.26	0.54	2009, 2011
BNC1	ENST00000345382.2	basonuclin 1 	6	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0381	0.2302	0.7525	-0.23	-0.23	0.85	2005, 2007, 2009, 2011
ST8SIA1	ENST00000396037.4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 	5	1	1	0	0	2	0	1	1	0	hsa-miR-30b-5p	0.0234	0.1663	0.9928	-0.23	-0.23	< 0.1	NULL
GRB10	ENST00000398812.2	growth factor receptor-bound protein 10 	1382	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0164	0.1108	0.5075	-0.23	-0.27	0.69	2005, 2007, 2009, 2011
CCNK	ENST00000389879.5	cyclin K 	1777	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0189	0.1174	0.4026	-0.23	-0.38	0.95	2005, 2007, 2009, 2011
NLGN1	ENST00000457714.1	neuroligin 1 	36	1	0	1	0	2	0	2	0	0	hsa-miR-30e-5p	0.0235	0.1668	0.9866	-0.23	-0.24	0.61	2005, 2007
TCF7	ENST00000518915.1	transcription factor 7 (T-cell specific, HMG-box) 	883	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0310	0.1920	0.6500	-0.23	-0.23	0.94	2011
IRS1	ENST00000305123.5	insulin receptor substrate 1 	804	1	0	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0198	0.1316	0.5723	-0.23	-0.23	0.71	2007, 2009, 2011
LSM14B	ENST00000253001.4	LSM14B, SCD6 homolog B (S. cerevisiae) 	700	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0181	0.1199	0.5017	-0.23	-0.23	0.71	2009, 2011
SH3RF1	ENST00000284637.9	SH3 domain containing ring finger 1 	2747	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0393	0.2333	0.7131	-0.23	-0.23	0.86	2007, 2009, 2011
ARID4A	ENST00000431317.2	AT rich interactive domain 4A (RBP1-like) 	33	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0276	0.1770	0.6844	-0.23	-0.23	0.88	2005, 2007, 2009, 2011
RFX7	ENST00000423270.1	regulatory factor X, 7 	1049	2	1	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0382	0.2505	1.0791	-0.23	-0.23	0.88	2007, 2009, 2011
USP2	ENST00000455332.2	ubiquitin specific peptidase 2 	19	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0098	0.0695	0.3993	-0.23	-0.23	0.70	2011
ABI3BP	ENST00000471714.1	ABI family, member 3 (NESH) binding protein 	18	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0137	0.0956	0.5026	-0.23	-0.23	0.69	2009, 2011
RCBTB1	ENST00000258646.3	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 	9	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0156	0.1074	0.5416	-0.23	-0.23	0.63	2009, 2011
SLC5A3	ENST00000608209.1	sodium/myo-inositol cotransporter  	24	1	0	1	0	2	1	1	0	1	hsa-miR-30e-5p	0.0410	0.2764	1.3092	-0.23	-0.28	0.71	2011
PARP16	ENST00000261888.6	poly (ADP-ribose) polymerase family, member 16 	97	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0235	0.1533	0.6268	-0.23	-0.23	0.86	2009, 2011
PGM2L1	ENST00000298198.4	phosphoglucomutase 2-like 1 	183	1	0	1	0	1	0	1	0	0	hsa-miR-30a-5p	0.0265	0.1838	0.9815	-0.23	-0.27	0.72	2009, 2011
NKAIN2	ENST00000368417.1	Na+/K+ transporting ATPase interacting 2 	34	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0117	0.0813	0.4179	-0.23	-0.23	0.67	2005, 2007, 2009, 2011
TMED2	ENST00000262225.3	transmembrane emp24 domain trafficking protein 2 	3025	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0086	0.0609	0.3576	-0.23	-0.23	0.67	2007
JAKMIP3	ENST00000298622.4	Janus kinase and microtubule interacting protein 3 	5	1	0	1	0	1	0	1	0	0	hsa-miR-30e-5p	0.0197	0.1397	0.7965	-0.23	-0.23	0.58	2011
GPCPD1	ENST00000379019.4	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) 	155	1	0	1	0	1	0	1	0	0	hsa-miR-30c-5p	0.0206	0.1423	0.7278	-0.22	-0.33	0.78	2009, 2011
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	2	0	2	0	0	0	0	0	0	hsa-miR-30b-5p	0.0319	0.2186	1.0803	-0.22	-0.23	0.86	2011
NEUROD1	ENST00000295108.3	neuronal differentiation 1 	5	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0185	0.1237	0.5427	-0.22	-0.27	0.81	2005, 2007, 2009, 2011
ZEB2	ENST00000558170.2	zinc finger E-box binding homeobox 2 	33	1	0	0	1	1	0	0	1	1	hsa-miR-30e-5p	0.0288	0.1963	0.9774	-0.22	-0.24	0.78	2007, 2009, 2011
COL4A3BP	ENST00000380494.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	134	1	0	0	1	2	1	0	1	1	hsa-miR-30b-5p	0.0200	0.1433	0.8724	-0.22	-0.33	0.78	2011
EPB41	ENST00000373798.1	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) 	53	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0517	0.2906	0.8003	-0.22	-0.22	0.85	2005, 2007, 2009, 2011
MARCH4	ENST00000273067.4	membrane-associated ring finger (C3HC4) 4, E3 ubiquitin protein ligase 	68	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0429	0.2490	0.7148	-0.22	-0.22	0.84	2007, 2009, 2011
RALGDS	ENST00000372050.3	ral guanine nucleotide dissociation stimulator 	143	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0122	0.0842	0.4191	-0.22	-0.22	0.63	2009, 2011
CDCA7	ENST00000306721.3	cell division cycle associated 7 	182	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0099	0.0687	0.3567	-0.22	-0.22	0.17	2009, 2011
PITPNB	ENST00000335272.5	phosphatidylinositol transfer protein, beta 	80	1	0	1	0	1	0	1	0	1	hsa-miR-30e-5p	0.0151	0.1053	0.5547	-0.22	-0.26	< 0.1	2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0775	0.4121	1.1861	-0.22	-0.22	0.93	2005, 2007, 2009, 2011
MAB21L1	ENST00000379919.4	mab-21-like 1 (C. elegans) 	25	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0084	0.0592	0.3172	-0.22	-0.22	0.78	2005, 2007, 2009, 2011
MOV10	ENST00000413052.2	Mov10, Moloney leukemia virus 10, homolog (mouse) 	248	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0109	0.0756	0.3766	-0.22	-0.22	0.78	2007, 2009, 2011
WWP1	ENST00000517970.1	WW domain containing E3 ubiquitin protein ligase 1 	161	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0203	0.1337	0.5603	-0.22	-0.22	0.63	2009, 2011
GLUD2	ENST00000328078.1	glutamate dehydrogenase 2 	22	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0136	0.0959	0.5369	-0.22	-0.22	0.78	2009
RFX2	ENST00000303657.5	regulatory factor X, 2 (influences HLA class II expression) 	148	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0237	0.1541	0.6171	-0.22	-0.22	0.70	2009, 2011
E2F3	ENST00000346618.3	E2F transcription factor 3 	91	1	0	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0211	0.1405	0.6286	-0.22	-0.22	0.65	2005, 2007, 2009, 2011
GOLGA4	ENST00000361924.2	golgin A4 	7	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0194	0.1310	0.6137	-0.22	-0.22	0.64	2005, 2007, 2009, 2011
TMOD2	ENST00000249700.4	tropomodulin 2 (neuronal) 	117	1	1	0	0	1	0	0	1	0	hsa-miR-30c-5p	0.0264	0.1781	0.8539	-0.22	-0.26	0.95	2005, 2007, 2009, 2011
PGGT1B	ENST00000419445.1	protein geranylgeranyltransferase type I, beta subunit 	25	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0116	0.0805	0.4097	-0.22	-0.24	0.78	2005, 2007, 2009, 2011
FAM73B	ENST00000277475.5	family with sequence similarity 73, member B 	651	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0243	0.1556	0.5765	-0.22	-0.22	0.79	2009, 2011
TXNDC5	ENST00000539054.1	thioredoxin domain containing 5 (endoplasmic reticulum) 	1190	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0133	0.0885	0.3898	-0.22	-0.40	0.94	2011
STXBP5	ENST00000367481.3	syntaxin binding protein 5 (tomosyn) 	555	2	2	0	0	1	0	0	1	1	hsa-miR-30e-5p	0.0179	0.1232	0.6253	-0.22	-0.35	0.78	2011
GABRA5	ENST00000335625.5	gamma-aminobutyric acid (GABA) A receptor, alpha 5 	5	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0175	0.1186	0.5599	-0.22	-0.22	0.78	2005, 2007, 2011
CCDC148	ENST00000283233.5	coiled-coil domain containing 148 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0103	0.0726	0.3965	-0.22	-0.22	0.70	2011
CLN8	ENST00000331222.4	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation) 	122	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0073	0.0513	0.2810	-0.22	-0.29	< 0.1	2011
BTBD7	ENST00000334746.5	BTB (POZ) domain containing 7 	590	1	0	1	0	1	0	0	1	1	hsa-miR-30c-5p	0.0200	0.1407	0.7992	-0.22	-0.26	0.71	2005, 2007, 2009, 2011
MATR3	ENST00000510056.1	matrin 3 	216	1	0	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0115	0.0812	0.4527	-0.22	-0.24	0.70	2005, 2007, 2011
DIP2B	ENST00000301180.5	DIP2 disco-interacting protein 2 homolog B (Drosophila) 	1613	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0248	0.1676	0.8017	-0.22	-0.22	0.65	2007, 2009, 2011
COTL1	ENST00000262428.4	coactosin-like 1 (Dictyostelium) 	6558	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0052	0.0373	0.2228	-0.22	-0.22	0.78	2005, 2007, 2011
TUBGCP3	ENST00000261965.3	tubulin, gamma complex associated protein 3 	22	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0163	0.1106	0.5267	-0.22	-0.22	0.78	2005, 2007, 2009, 2011
MAP3K19	ENST00000375845.3	mitogen-activated protein kinase kinase kinase 19 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0116	0.0804	0.4116	-0.22	-0.22	< 0.1	NULL
SLC38A1	ENST00000398637.5	solute carrier family 38, member 1 	1967	1	0	0	1	1	0	0	1	1	hsa-miR-30e-5p	0.0126	0.0899	0.5405	-0.22	-0.28	0.78	2007, 2011
AKAP10	ENST00000225737.6	A kinase (PRKA) anchor protein 10 	700	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0247	0.1631	0.7046	-0.22	-0.22	0.27	2009, 2011
IL2RA	ENST00000379959.3	interleukin 2 receptor, alpha 	5	1	1	0	0	1	0	0	1	0	hsa-miR-30b-5p	0.0194	0.1355	0.7190	-0.22	-0.22	< 0.1	2011
PHIP	ENST00000275034.4	pleckstrin homology domain interacting protein 	668	1	0	1	0	2	0	2	0	0	hsa-miR-30a-5p	0.0221	0.1544	0.8255	-0.22	-0.30	0.66	2011
ELAVL4	ENST00000371824.1	ELAV like neuron-specific RNA binding protein 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0160	0.1104	0.5618	-0.22	-0.22	0.69	NULL
PCDH20	ENST00000409204.4	protocadherin 20 	50	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0193	0.1292	0.5764	-0.22	-0.22	0.66	2011
LIMCH1	ENST00000313860.7	LIM and calponin homology domains 1 	1058	2	2	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0123	0.0851	0.4412	-0.22	-0.27	0.49	2009, 2011
CDH20	ENST00000262717.4	cadherin 20, type 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0276	0.1744	0.6257	-0.21	-0.21	0.88	NULL
CACHD1	ENST00000371073.2	cache domain containing 1 	2071	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0144	0.0991	0.4980	-0.21	-0.21	0.43	2009, 2011
C16orf87	ENST00000394806.2	chromosome 16 open reading frame 87 	95	1	0	1	0	2	1	0	1	0	hsa-miR-30b-5p	0.0072	0.0515	0.2996	-0.21	-0.42	0.71	2007
METAP2	ENST00000323666.5	methionyl aminopeptidase 2 	23	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0131	0.0883	0.4225	-0.21	-0.38	0.23	2009, 2011
HOXA11	ENST00000006015.3	homeobox A11 	133	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0217	0.1420	0.5781	-0.21	-0.21	0.92	2005, 2007, 2009, 2011
